ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-010160,SaaS / Tech,billing,high,neutral,Invoice PDF download returns 403 error,"Good morning,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 3 weeks.

Looking forward to your response.",2025-09-30,mobile,48
TKT-010166,SaaS / Tech,billing,medium,negative,Workspace suspended despite payment,"Hello,

Payment failed on 2026-02-08. Updated and paid within 2 hours. Workspace still suspended 3 days later.",2025-07-10,web,24
TKT-010168,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Webhook endpoint for payment.completed stopped on 2026-02-08. No outbound attempts in logs.

Looking forward to your response.",2026-01-26,mobile,1
TKT-010169,SaaS / Tech,billing,medium,negative,Charged $542 for feature never activated,"Hey,

This is unacceptable — invoice includes $542 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.

Looking forward to your response.",2025-07-19,email,24
TKT-010172,SaaS / Tech,technical,high,neutral,Search index not updating after record creation,"Dear support team,

New records don't appear in search for up to 12 hours. Users creating duplicates.",2025-09-24,mobile,4
TKT-010174,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"To whom it may concern,

Submitted tax exemption cert for Vertex Analytics 8 weeks ago. Still charged 9% sales tax.

Looking forward to your response.",2025-06-19,web,8
TKT-010175,SaaS / Tech,account,low,neutral,Custom domain stuck Unverified after 72 hours,"Dear support team,

Added DNS TXT on 2026-02-08. Still 'Pending Verification' after 109 hours. DNS propagated.

Thank you,",2025-10-08,email,72
TKT-010177,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"To whom it may concern,

Submitted GDPR export for Priya Jackson on 2026-02-04. No file, no update. Legal deadline approaching.

Best,",2025-07-08,mobile,8
TKT-010179,SaaS / Tech,account,medium,negative,Workspace transfer request stuck pending,"Hi,

I can't believe that requested workspace ownership transfer to Yusuf Ali on 2026-02-10. Still shows 'Pending Approval'.

Looking forward to your response.",2025-12-17,mobile,48
TKT-010185,SaaS / Tech,technical,medium,neutral,OAuth token refresh returning 401,"Refresh requests return 401 even with valid tokens. Sessions expire every 21 minutes.

Please help ASAP.",2025-09-17,chat,24
TKT-010193,SaaS / Tech,billing,high,neutral,Still billed for 28 seats after downgrading to 14,We are Meridian Labs. Downgraded from 28 to 14 seats on 2026-02-07. Latest invoice still shows 28 seats at $497/seat.,2025-10-04,mobile,2
TKT-010195,SaaS / Tech,technical,high,neutral,Bulk CSV import failing above 500 rows,"Import fails at validation for CSVs over 549 rows. Using official template exactly.

Thank you,",2025-09-11,mobile,4
TKT-010196,SaaS / Tech,technical,medium,positive,Tax exemption not applied,Submitted tax exemption cert for PrismData 10 weeks ago. Still charged 9% sales tax. I am very frustrated.,2026-02-08,web,12
TKT-010197,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"This is unacceptable — new records don't appear in search for up to 32 hours. Users creating duplicates. I need this resolved immediately.

Thanks,",2025-02-21,email,1
TKT-010200,SaaS / Tech,technical,high,positive,REST API intermittent 500 errors,"Hello,

Synapse IO integration receiving HTTP 500 since 2026-02-08. Happens every 12 min. Request IDs: REF-92883, REF-25094.

Thanks,",2025-08-29,email,2
TKT-010201,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"Dear support team,

New records don't appear in search for up to 25 hours. Users creating duplicates.

Regards,",2025-10-27,web,4
TKT-010206,SaaS / Tech,billing,high,positive,Workspace suspended despite payment,"Payment failed on 2026-02-07. Updated and paid within 3 hours. Workspace still suspended 3 days later.

I expect a quick resolution.",2025-10-08,web,2
TKT-010214,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Good morning,

This is unacceptable — webhook endpoint for order.created stopped on 2026-02-10. No outbound attempts in logs. This is very urgent.",2025-07-31,mobile,48
TKT-010215,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good afternoon,

I'm really frustrated because synapse IO account has 30% partner discount agreed with Natalie Johnson on 2025-12-28. Renewal invoice REF-19346 doesn't include it. I am very frustrated.

Thank you,",2025-07-14,email,2
TKT-010217,SaaS / Tech,account,medium,neutral,Invited user gets Access Denied after accepting,Invited Jennifer Smith to Meridian Labs workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.,2025-09-03,web,24
TKT-010218,SaaS / Tech,billing,medium,negative,Free trial converted to paid without consent,"Hello,

I'm really frustrated because signed up for 14-day trial on 2026-02-07. $288 charge appeared on day 6. Never upgraded. 

Thanks,",2026-01-31,web,48
TKT-010220,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"I'm really frustrated because zenith Digital integration receiving HTTP 500 since 2026-02-11. Happens every 13 min. Request IDs: REF-51329, REF-33498. ",2025-10-01,web,24
TKT-010221,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hello,

Hitting 429 at 387 req/min — well below documented 1000 req/min limit.

I expect a quick resolution.",2025-05-17,web,24
TKT-010224,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Hi,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

Looking forward to your response.",2025-03-15,web,48
TKT-010227,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"To whom it may concern,

Rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete.",2025-11-23,mobile,24
TKT-010239,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Acme Corp account has 30% partner discount agreed with Priya Brown on 2026-02-10. Renewal invoice REF-20164 doesn't include it. 

Looking forward to your response.",2026-01-11,mobile,1
TKT-010249,SaaS / Tech,billing,high,negative,Charged $731 for feature never activated,"I'm having a serious issue — invoice includes $731 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.

Looking forward to your response.",2025-02-22,web,4
TKT-010253,SaaS / Tech,account,medium,neutral,Admin cannot assign custom roles,"To whom it may concern,

Workspace admin at Zenith Digital cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-10.

Thanks,",2025-09-04,mobile,96
TKT-010258,SaaS / Tech,technical,high,neutral,Mobile app data sync delay 2–6 hours,"Good morning,

Web changes take 6 hours to appear on mobile. Field team working with stale data.",2025-03-03,chat,48
TKT-010262,SaaS / Tech,technical,high,neutral,Search index not updating after record creation,"New records don't appear in search for up to 37 hours. Users creating duplicates.

Best,",2025-12-10,mobile,48
TKT-010267,SaaS / Tech,technical,high,neutral,Webhooks stopped delivering events,"Hi there,

Webhook endpoint for payment.completed stopped on 2026-02-10. No outbound attempts in logs.",2025-07-29,mobile,2
TKT-010271,SaaS / Tech,technical,high,neutral,Mobile app data sync delay 2–6 hours,"Good morning,

Web changes take 2 hours to appear on mobile. Field team working with stale data.

Best,",2026-01-26,mobile,48
TKT-010272,SaaS / Tech,billing,medium,positive,Charged $746 for feature never activated,"Good morning,

Invoice includes $746 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.",2026-02-11,mobile,48
TKT-010282,SaaS / Tech,account,low,neutral,GDPR export request not fulfilled,"Submitted GDPR export for David Davis on 2026-02-06. No file, no update. Legal deadline approaching.",2026-01-10,mobile,120
TKT-010285,SaaS / Tech,technical,high,neutral,Search index not updating after record creation,"Hi,

New records don't appear in search for up to 16 hours. Users creating duplicates.

I expect a quick resolution.",2025-12-27,chat,1
TKT-010287,SaaS / Tech,technical,medium,negative,Bulk CSV import failing above 500 rows,"Hello,

I can't believe that import fails at validation for CSVs over 441 rows. Using official template exactly. This has been going on for too long.

Regards,",2025-10-24,web,24
TKT-010293,SaaS / Tech,account,high,positive,Admin cannot assign custom roles,Workspace admin at Vanguard Tech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08.,2026-01-06,email,1
TKT-010294,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Dear support team,

I'm having a serious issue — refresh requests return 401 even with valid tokens. Sessions expire every 57 minutes. Please fix this as soon as possible.",2025-02-23,email,8
TKT-010297,SaaS / Tech,technical,medium,negative,CSV export producing corrupted output,"Good afternoon,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-07.",2026-01-01,chat,72
TKT-010298,SaaS / Tech,billing,medium,negative,Annual plan invoiced monthly,"Hey,

I'm having a serious issue — switched to annual plan on 2026-01-20 for 20% discount. Still charged every 30 days. Account: ACC2411582. 

Thanks,",2025-08-25,mobile,48
TKT-010299,SaaS / Tech,billing,medium,neutral,Credit card on file expired but no notification,"Good morning,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Thanks,",2025-07-22,web,24
TKT-010300,SaaS / Tech,account,low,positive,Invited user gets Access Denied after accepting,"Invited Ryan Taylor to Vertex Analytics workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Best,",2025-02-16,web,72
TKT-010301,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"Hi,

Submitted GDPR export for Kevin Johnson on 2026-02-11. No file, no update. Legal deadline approaching.

Thank you,",2025-05-05,email,48
TKT-010304,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"This is unacceptable — payment failed on 2026-02-07. Updated and paid within 3 hours. Workspace still suspended 5 days later.

I expect a quick resolution.",2025-08-14,email,8
TKT-010306,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"To whom it may concern,

Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 105 hours. DNS propagated.

Looking forward to your response.",2025-11-13,chat,24
TKT-010316,SaaS / Tech,technical,medium,negative,Bulk CSV import failing above 500 rows,This is unacceptable — import fails at validation for CSVs over 588 rows. Using official template exactly.,2025-04-12,mobile,96
TKT-010323,SaaS / Tech,account,low,neutral,Custom domain stuck Unverified after 72 hours,"Added DNS TXT on 2026-02-11. Still 'Pending Verification' after 117 hours. DNS propagated.

Please help ASAP.",2025-12-06,email,24
TKT-010328,SaaS / Tech,technical,high,neutral,Webhooks stopped delivering events,"Hi,

Webhook endpoint for order.created stopped on 2026-02-10. No outbound attempts in logs.",2025-05-12,web,8
TKT-010330,SaaS / Tech,technical,high,positive,Mobile app data sync delay 2–6 hours,"Hey,

Web changes take 5 hours to appear on mobile. Field team working with stale data.

Thank you,",2025-09-07,web,1
TKT-010332,SaaS / Tech,account,medium,negative,GDPR export request not fulfilled,"Good afternoon,

Submitted GDPR export for Ali Jones on 2026-01-31. No file, no update. Legal deadline approaching.",2025-06-01,chat,24
TKT-010337,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi there,

Web changes take 3 hours to appear on mobile. Field team working with stale data. I need this resolved immediately.

Best,",2025-03-09,mobile,1
TKT-010338,SaaS / Tech,billing,low,negative,Credit card on file expired but no notification,"Hello,

I can't believe that auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. ",2025-03-09,web,96
TKT-010339,SaaS / Tech,billing,high,positive,Annual plan invoiced monthly,"Good afternoon,

Switched to annual plan on 2026-01-10 for 20% discount. Still charged every 30 days. Account: ACC1666708.

I expect a quick resolution.",2025-07-29,web,1
TKT-010340,SaaS / Tech,account,medium,neutral,Invited user gets Access Denied after accepting,"Good afternoon,

Invited Natalie Brown to Zenith Digital workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Looking forward to your response.",2025-04-20,email,72
TKT-010343,SaaS / Tech,technical,low,negative,REST API intermittent 500 errors,"Hi there,

I can't believe that apex Ventures integration receiving HTTP 500 since 2026-02-09. Happens every 5 min. Request IDs: REF-51744, REF-54954. This is very urgent.

Please help ASAP.",2025-06-03,email,120
TKT-010345,SaaS / Tech,technical,medium,positive,OAuth token refresh returning 401,"Hello,

Refresh requests return 401 even with valid tokens. Sessions expire every 17 minutes.",2025-11-11,mobile,48
TKT-010351,SaaS / Tech,account,low,neutral,Workspace transfer request stuck pending,"Good afternoon,

Requested workspace ownership transfer to Samantha Johnson on 2026-01-30. Still shows 'Pending Approval'.

Looking forward to your response.",2025-10-19,chat,72
TKT-010352,SaaS / Tech,account,medium,positive,SSO users have no password fallback,"Good morning,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Thank you,",2025-05-11,mobile,72
TKT-010359,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Hey,

I'm having a serious issue — signed up for 14-day trial on 2026-01-27. $335 charge appeared on day 6. Never upgraded. Please fix this as soon as possible.

Regards,",2025-03-20,web,4
TKT-010360,SaaS / Tech,technical,high,neutral,Dashboard loading 80+ seconds,"Main analytics dashboard takes 38+ seconds since 2026-02-08. Team of 29 blocked.

I expect a quick resolution.",2025-02-17,web,4
TKT-010366,SaaS / Tech,account,low,neutral,Admin cannot assign custom roles,"Hey,

Workspace admin at Vanguard Tech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-10.",2025-09-12,web,120
TKT-010369,SaaS / Tech,billing,medium,negative,Free trial converted to paid without consent,Signed up for 14-day trial on 2026-02-09. $389 charge appeared on day 10. Never upgraded.,2025-07-25,mobile,48
TKT-010371,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Hi,

Refresh requests return 401 even with valid tokens. Sessions expire every 35 minutes.

I expect a quick resolution.",2025-04-13,email,4
TKT-010375,SaaS / Tech,account,medium,negative,SSO users have no password fallback,"Hey,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback. 

Regards,",2025-04-08,chat,24
TKT-010376,SaaS / Tech,technical,high,neutral,SAML SSO broken after v3.4 update,"SSO with Google Workspace broken since 2026-02-08. Users hit error after authenticating.

Thank you,",2025-07-07,chat,24
TKT-010380,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Hi,

Meridian Labs integration receiving HTTP 500 since 2026-02-09. Happens every 15 min. Request IDs: REF-26219, REF-75565. 

Please help ASAP.",2025-07-04,web,12
TKT-010386,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"Hi there,

New records don't appear in search for up to 12 hours. Users creating duplicates. ",2025-05-07,mobile,8
TKT-010389,SaaS / Tech,account,low,positive,Audit logs missing critical actions,"Hi there,

Compliance team found permission changes missing from audit log.

Thank you,",2025-03-13,email,168
TKT-010390,SaaS / Tech,account,high,positive,2FA enforcement locking out users,"Hi,

After enforcing 2FA on 2026-02-10, 14 users locked out. Setup flow errors after QR scan.

Regards,",2025-07-16,web,4
TKT-010393,SaaS / Tech,account,low,neutral,API key rotation failed silently,"Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.

Best,",2025-10-13,web,48
TKT-010394,SaaS / Tech,account,low,negative,API key rotation failed silently,"Hello,

Rotated API key on 2026-02-09. Old key still works, new key returns 401. Rotation didn't complete. This has been going on for too long.

Looking forward to your response.",2025-04-06,web,120
TKT-010396,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hello,

I'm really frustrated because 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks. ",2025-03-29,email,8
TKT-010397,SaaS / Tech,billing,medium,negative,Partner discount missing from renewal,"Hi,

CoreLogic Inc account has 30% partner discount agreed with David Harris on 2026-01-28. Renewal invoice REF-93667 doesn't include it.

Best,",2025-08-26,web,12
TKT-010404,SaaS / Tech,billing,medium,positive,Custom domain stuck Unverified after 72 hours,"Hi there,

Added DNS TXT on 2026-02-10. Still 'Pending Verification' after 116 hours. DNS propagated.

I expect a quick resolution.",2025-05-16,mobile,8
TKT-010405,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Hey,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-09.

Best,",2025-09-04,chat,8
TKT-010406,SaaS / Tech,billing,medium,neutral,Proration charge on invoice makes no sense,"Invoice shows $31 proration charge but we haven't changed plans or seats in 3 months.

I expect a quick resolution.",2025-04-14,mobile,48
TKT-010407,SaaS / Tech,account,high,neutral,Workspace transfer request stuck pending,"Good morning,

Requested workspace ownership transfer to John Garcia on 2026-02-04. Still shows 'Pending Approval'.",2026-01-17,email,2
TKT-010408,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"Good morning,

Submitted GDPR export for Hassan Malik on 2026-02-01. No file, no update. Legal deadline approaching.

Best,",2025-12-12,mobile,24
TKT-010413,SaaS / Tech,account,medium,positive,GDPR export request not fulfilled,"Hi there,

Submitted GDPR export for Fatima Hassan on 2026-02-09. No file, no update. Legal deadline approaching.

Thank you,",2025-07-30,web,48
TKT-010414,SaaS / Tech,billing,high,positive,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 3 weeks.

Best,",2025-10-02,web,2
TKT-010417,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"To whom it may concern,

After enforcing 2FA on 2026-02-09, 17 users locked out. Setup flow errors after QR scan.

Regards,",2025-09-28,web,12
TKT-010420,SaaS / Tech,billing,low,negative,Credit card on file expired but no notification,"Good morning,

I can't believe that auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. 

Please help ASAP.",2025-08-28,web,96
TKT-010425,SaaS / Tech,account,high,negative,Free trial converted to paid without consent,"Good morning,

Signed up for 14-day trial on 2026-02-11. $145 charge appeared on day 4. Never upgraded.

Best,",2025-08-11,mobile,12
TKT-010426,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Good afternoon,

Invited Priya White to PrismData workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Please help ASAP.",2025-06-03,mobile,12
TKT-010432,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hello,

Compliance team found permission changes missing from audit log.

Best,",2025-07-25,web,48
TKT-010433,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"To whom it may concern,

NovaFlow account has 30% partner discount agreed with Megan Williams on 2025-12-30. Renewal invoice REF-62880 doesn't include it. 

Best,",2025-07-16,web,12
TKT-010434,SaaS / Tech,technical,high,positive,Webhooks stopped delivering events,"Hi,

Webhook endpoint for user.updated stopped on 2026-02-11. No outbound attempts in logs.

Best,",2025-06-12,mobile,4
TKT-010442,SaaS / Tech,billing,medium,negative,Charged $438 for feature never activated,"I'm really frustrated because invoice includes $438 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter. I am very frustrated.

Regards,",2025-08-07,chat,24
TKT-010444,SaaS / Tech,account,low,neutral,Admin cannot assign custom roles,"Workspace admin at Apex Ventures cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-10.

Please help ASAP.",2025-07-05,mobile,24
TKT-010445,SaaS / Tech,account,low,neutral,SCIM provisioning failing with 400,"Dear support team,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Please help ASAP.",2026-01-30,chat,120
TKT-010449,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Good afternoon,

I'm really frustrated because auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. 

Thank you,",2025-12-25,web,48
TKT-010450,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,"Hi there,

Webhook endpoint for user.updated stopped on 2026-02-11. No outbound attempts in logs. Please fix this as soon as possible.",2025-12-31,email,24
TKT-010452,SaaS / Tech,account,low,positive,Admin cannot assign custom roles,"Hi there,

Workspace admin at Apex Ventures cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-04.",2025-12-19,chat,24
TKT-010462,SaaS / Tech,billing,medium,neutral,Free trial converted to paid without consent,"Signed up for 14-day trial on 2026-02-06. $696 charge appeared on day 4. Never upgraded.

Looking forward to your response.",2025-08-16,chat,48
TKT-010465,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"Hi there,

I'm really frustrated because submitted tax exemption cert for Meridian Labs 6 weeks ago. Still charged 10% sales tax. 

Looking forward to your response.",2025-05-02,chat,96
TKT-010469,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Good morning,

Web changes take 2 hours to appear on mobile. Field team working with stale data.

I expect a quick resolution.",2025-09-27,mobile,4
TKT-010472,SaaS / Tech,account,low,neutral,Workspace transfer request stuck pending,"Hi there,

Requested workspace ownership transfer to Laura Mitchell on 2026-02-04. Still shows 'Pending Approval'.",2025-08-12,email,120
TKT-010478,SaaS / Tech,billing,medium,neutral,Charged $760 for feature never activated,"Good morning,

Invoice includes $760 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

I expect a quick resolution.",2025-03-12,mobile,48
TKT-010482,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,"Hey,

I can't believe that webhook endpoint for payment.completed stopped on 2026-02-08. No outbound attempts in logs. 

Regards,",2025-03-13,mobile,8
TKT-010489,SaaS / Tech,account,medium,negative,Audit logs missing critical actions,"Hey,

Compliance team found permission changes missing from audit log.",2025-07-15,chat,8
TKT-010490,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hi there,

Hitting 429 at 211 req/min — well below documented 1000 req/min limit.",2025-10-19,email,4
TKT-010493,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"Good afternoon,

Added DNS TXT on 2026-02-08. Still 'Pending Verification' after 79 hours. DNS propagated.",2025-11-19,web,72
TKT-010494,SaaS / Tech,billing,high,neutral,Audit logs missing critical actions,"Good afternoon,

Compliance team found file deletions missing from audit log.",2025-11-19,chat,2
TKT-010496,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Dear support team,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-06.

I expect a quick resolution.",2025-03-12,chat,8
TKT-010498,SaaS / Tech,technical,high,positive,Webhooks stopped delivering events,"Hey,

Webhook endpoint for payment.completed stopped on 2026-02-11. No outbound attempts in logs.

Looking forward to your response.",2025-03-14,web,8
TKT-010499,SaaS / Tech,billing,medium,negative,Partner discount missing from renewal,"Zenith Digital account has 30% partner discount agreed with Emily Walker on 2026-02-03. Renewal invoice REF-65458 doesn't include it.

Best,",2025-05-08,mobile,8
TKT-010500,SaaS / Tech,account,medium,negative,API key rotation failed silently,"Hello,

I'm having a serious issue — rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete. I am very frustrated.",2026-01-24,web,48
TKT-010501,SaaS / Tech,technical,high,positive,Webhooks stopped delivering events,"Webhook endpoint for user.updated stopped on 2026-02-09. No outbound attempts in logs.

Thank you,",2025-09-21,mobile,4
TKT-010503,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hi there,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 2 weeks. I am very frustrated.",2025-06-30,email,24
TKT-010505,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"Good morning,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Regards,",2025-07-31,web,24
TKT-010509,SaaS / Tech,technical,high,negative,SAML SSO broken after v3.4 update,"Hello,

SSO with Google Workspace broken since 2026-02-08. Users hit error after authenticating. This is very urgent.

Regards,",2025-09-16,mobile,8
TKT-010516,SaaS / Tech,account,high,neutral,GDPR export request not fulfilled,"To whom it may concern,

Submitted GDPR export for Ahmed Carter on 2026-02-10. No file, no update. Legal deadline approaching.",2025-10-25,email,24
TKT-010517,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Hello,

Rotated API key on 2026-02-09. Old key still works, new key returns 401. Rotation didn't complete.

Best,",2025-09-25,web,96
TKT-010519,SaaS / Tech,technical,medium,positive,SAML SSO broken after v4.1 update,"Hi,

SSO with Azure AD broken since 2026-02-08. Users hit error after authenticating.",2025-06-08,chat,12
TKT-010521,SaaS / Tech,account,medium,negative,API key rotation failed silently,"To whom it may concern,

Rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete. 

Thank you,",2025-06-18,mobile,72
TKT-010522,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Hey,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.",2025-11-19,email,96
TKT-010532,SaaS / Tech,billing,high,positive,Free trial converted to paid without consent,"Signed up for 14-day trial on 2026-01-28. $787 charge appeared on day 6. Never upgraded.

Please help ASAP.",2025-11-07,mobile,48
TKT-010534,SaaS / Tech,account,high,negative,GDPR export request not fulfilled,"Hello,

Submitted GDPR export for Mohammed Harris on 2026-02-06. No file, no update. Legal deadline approaching.

Best,",2025-12-13,chat,4
TKT-010536,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Good morning,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. I need this resolved immediately.

Looking forward to your response.",2025-11-05,mobile,1
TKT-010537,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-10. I am very frustrated.

Looking forward to your response.",2025-04-09,mobile,8
TKT-010541,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Hello,

Invoice shows $20 proration charge but we haven't changed plans or seats in 3 months.

Thank you,",2025-02-22,mobile,12
TKT-010548,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Hey,

Invoice shows $35 proration charge but we haven't changed plans or seats in 7 months. This is very urgent.

Thanks,",2025-12-21,email,8
TKT-010556,SaaS / Tech,account,low,neutral,Admin cannot assign custom roles,"Good morning,

Workspace admin at Synapse IO cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08.

Please help ASAP.",2025-06-29,mobile,48
TKT-010557,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,Invoice shows $42 proration charge but we haven't changed plans or seats in 4 months.,2025-03-26,chat,12
TKT-010559,SaaS / Tech,billing,high,positive,Tax exemption not applied,"Good morning,

Submitted tax exemption cert for ClearPath Ltd 7 weeks ago. Still charged 10% sales tax.

I expect a quick resolution.",2025-11-18,mobile,8
TKT-010565,SaaS / Tech,account,low,negative,Custom domain stuck Unverified after 72 hours,"Hi,

Added DNS TXT on 2026-02-11. Still 'Pending Verification' after 101 hours. DNS propagated.",2025-10-07,mobile,168
TKT-010572,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Hi there,

Import fails at validation for CSVs over 800 rows. Using official template exactly. I am very frustrated.",2025-05-21,web,24
TKT-010574,SaaS / Tech,account,low,neutral,SCIM provisioning failing with 400,"Good morning,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

I expect a quick resolution.",2025-03-30,web,72
TKT-010578,SaaS / Tech,technical,low,negative,OAuth token refresh returning 401,"Hey,

Refresh requests return 401 even with valid tokens. Sessions expire every 29 minutes.

Looking forward to your response.",2025-08-26,email,72
TKT-010582,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"Hi there,

Workspace admin at Meridian Labs cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-07. 

Thanks,",2026-01-23,email,12
TKT-010591,SaaS / Tech,billing,low,negative,Invoice PDF download returns 403 error,"Hi there,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 6 weeks. ",2025-07-24,web,48
TKT-010594,SaaS / Tech,technical,medium,negative,Bulk CSV import failing above 500 rows,"Hey,

I can't believe that import fails at validation for CSVs over 562 rows. Using official template exactly. 

Thank you,",2025-10-08,web,24
TKT-010595,SaaS / Tech,account,high,negative,Search index not updating after record creation,"Hi,

New records don't appear in search for up to 19 hours. Users creating duplicates.

I expect a quick resolution.",2025-11-02,chat,4
TKT-010601,SaaS / Tech,technical,medium,negative,Dashboard loading 35+ seconds,"Dear support team,

I'm really frustrated because main analytics dashboard takes 37+ seconds since 2026-02-10. Team of 33 blocked. I am very frustrated.

Best,",2025-02-11,web,24
TKT-010603,SaaS / Tech,account,high,neutral,SSO users have no password fallback,"Hi,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Regards,",2025-07-07,mobile,48
TKT-010605,SaaS / Tech,technical,medium,neutral,CSV export producing corrupted output,"Hi,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-10.",2025-07-11,email,96
TKT-010609,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Hi there,

Invited Hassan Garcia to Zenith Digital workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active. This is very urgent.",2025-03-23,web,96
